@relation bank_market_1-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0

@attribute Class numeric
@attribute Attribute1 numeric
@attribute Attribute2 numeric
@attribute Attribute3 numeric
@attribute Attribute4 numeric
@attribute Attribute5 numeric
@attribute Attribute6 numeric
@attribute Attribute7 numeric
@attribute Attribute8 numeric
@attribute Attribute9 numeric
@attribute Attribute10 numeric
@attribute Attribute11 numeric
@attribute Attribute12 numeric
@attribute Attribute13 numeric
@attribute Attribute14 numeric
@attribute Attribute15 numeric
@attribute Attribute16 numeric
@attribute Attribute17 numeric
@attribute Attribute18 numeric
@attribute Attribute19 numeric
@attribute Attribute20 numeric
@attribute Outlier {no,yes}
@attribute ExtremeValue {no,yes}

@data
0,60,1,1,2,0,2,1,1,2,4,74,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,35,6,1,5,1,1,1,1,2,4,24,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,45,3,1,6,1,2,2,1,2,4,369,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,36,4,1,3,1,2,1,1,2,4,167,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,33,8,1,5,1,2,1,1,2,4,64,3,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,54,7,3,3,0,2,1,1,2,4,151,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
1,49,1,1,1,0,1,2,1,2,4,801,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,46,1,1,1,1,1,1,1,2,4,336,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,32,7,2,6,1,1,1,1,2,4,59,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,42,4,3,1,1,1,1,1,2,4,93,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,37,4,1,3,1,1,1,1,2,4,181,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,35,6,1,6,1,1,1,1,2,4,86,6,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,47,4,1,3,1,1,1,1,2,4,317,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,33,6,1,4,1,2,1,1,2,4,120,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,38,4,1,5,1,2,2,1,2,4,388,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,39,1,1,6,1,1,1,1,2,4,174,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,55,3,1,2,1,2,1,1,2,4,72,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,35,2,1,2,1,2,1,1,2,4,126,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,55,3,1,2,1,2,1,1,2,4,339,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,33,4,1,3,0,1,1,1,2,4,171,5,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,32,4,1,5,0,2,1,1,2,4,162,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,32,4,1,5,1,2,1,1,2,4,18,28,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,32,4,3,5,1,1,1,1,2,4,129,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
1,42,3,2,6,1,2,2,1,2,4,938,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,38,4,1,2,0,2,1,1,2,4,173,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,56,9,1,1,1,1,1,1,2,4,222,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,55,3,1,2,1,2,2,1,2,4,692,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,33,6,1,4,1,2,2,1,2,4,262,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,45,3,2,2,0,2,2,1,2,4,78,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,58,7,1,6,0,1,1,1,2,4,134,5,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,46,9,1,6,1,2,2,1,2,4,323,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,33,7,1,6,1,2,1,1,2,4,43,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,50,9,1,1,0,1,2,1,2,4,245,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,56,4,1,1,0,1,1,1,2,4,482,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,33,4,1,1,0,2,2,1,2,4,207,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,26,3,1,6,1,2,2,1,2,4,56,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,49,1,2,2,0,2,1,1,2,4,85,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,36,2,1,2,1,2,2,1,2,4,201,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,52,9,2,6,0,1,1,1,2,4,353,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,49,4,1,5,0,1,2,1,2,4,554,3,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,49,4,1,1,0,1,1,1,2,4,432,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,28,3,2,2,1,1,1,1,2,4,27,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,36,2,1,2,1,1,1,1,2,4,361,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
1,45,3,2,4,1,2,1,1,2,4,565,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,41,6,1,6,1,1,1,1,2,4,162,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,49,3,1,2,0,1,1,1,2,4,139,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,31,2,1,4,1,1,1,1,2,4,287,3,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,32,6,1,4,1,1,1,1,2,4,147,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
1,59,5,1,4,0,1,1,1,2,4,905,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,25,2,3,2,1,2,2,1,2,4,118,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,22,2,2,1,1,1,1,1,2,4,91,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,43,4,1,5,1,1,1,1,2,4,111,5,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,35,4,1,5,1,2,1,1,2,4,162,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,60,10,1,1,1,2,1,1,2,4,236,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,40,3,1,6,1,1,1,1,2,4,73,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,37,8,1,4,1,2,1,1,2,4,123,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,37,6,1,6,1,2,2,1,2,4,298,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,36,6,2,6,1,1,1,1,2,4,86,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,35,4,1,5,1,2,1,1,2,4,420,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,43,10,1,5,1,2,1,1,2,4,139,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,39,1,1,5,1,2,1,1,2,4,164,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,56,4,1,0,0,2,1,1,2,4,508,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,37,2,2,2,1,1,1,1,2,4,139,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,38,4,1,4,1,1,1,1,2,4,192,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,37,6,2,6,1,1,1,1,2,4,226,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
1,54,4,1,5,0,1,1,1,2,4,783,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,53,5,1,2,0,1,1,1,2,4,264,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,38,2,1,5,1,1,1,1,2,4,166,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,47,6,2,4,0,1,1,1,2,4,27,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,33,7,1,2,0,1,1,1,2,4,353,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,39,4,1,1,0,2,1,1,2,4,85,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,36,6,2,4,0,1,1,1,2,4,1106,1,0,0,0,1.1,93.994,-36.4,4.858,5191,yes,yes
0,35,4,1,5,1,1,1,1,2,4,419,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,40,3,1,6,0,2,2,1,2,4,603,5,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,55,3,2,6,0,2,2,1,2,4,415,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,37,4,1,1,1,2,1,1,2,4,179,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,53,4,1,5,0,1,1,1,2,4,872,5,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,36,3,1,2,1,0,0,1,2,4,52,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,32,4,1,5,1,1,1,1,2,4,490,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,42,3,1,2,1,2,1,1,2,4,63,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,52,7,1,6,1,2,1,1,2,4,27,10,0,0,0,1.1,93.994,-36.4,4.858,5191,yes,no
0,33,2,1,2,1,1,2,1,2,4,425,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,51,3,1,4,0,1,1,1,2,4,12,11,0,0,0,1.1,93.994,-36.4,4.858,5191,yes,yes
0,32,7,2,6,1,2,1,1,2,4,350,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,33,6,3,4,1,2,1,1,2,4,103,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,34,2,1,2,1,1,1,1,2,4,210,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,34,2,1,2,1,1,1,1,2,4,261,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,55,3,3,6,1,2,1,1,2,4,115,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,33,7,1,2,0,2,1,1,2,4,641,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,34,4,1,5,1,2,2,1,2,4,71,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,52,2,1,6,1,2,1,1,2,4,370,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
1,55,6,1,5,0,2,1,1,2,4,958,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,45,4,1,1,0,2,1,1,2,4,103,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,34,4,1,5,0,2,2,1,2,4,628,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,53,9,1,6,1,2,1,1,2,4,232,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,43,3,1,6,1,1,1,1,2,4,68,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,33,7,1,5,1,2,1,1,2,4,192,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,39,4,1,5,1,1,1,1,2,4,494,3,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,29,4,1,5,0,2,1,1,2,4,166,7,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,35,9,1,5,1,2,1,1,2,4,151,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,45,4,1,1,1,2,1,1,2,4,204,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,35,4,1,5,1,2,1,1,2,4,180,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,37,6,2,6,1,1,1,1,2,4,494,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,38,4,1,3,0,1,1,1,2,4,530,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,35,5,1,4,1,1,1,1,2,4,759,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,36,6,1,6,1,1,1,1,2,4,85,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,30,4,1,1,1,1,1,1,2,4,445,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,53,10,2,5,1,1,1,1,2,4,345,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
1,30,3,2,6,1,1,1,1,2,4,819,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,41,4,1,1,0,1,1,1,2,4,16,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,40,4,1,5,0,1,1,1,2,4,32,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,36,6,1,6,1,1,1,1,2,4,648,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,36,7,1,2,1,1,1,1,2,4,29,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,44,2,3,2,0,1,1,1,2,4,220,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,56,5,1,2,0,1,1,1,2,4,151,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,38,7,1,6,1,2,1,1,2,4,290,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,35,4,1,4,1,2,2,1,2,4,634,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,35,7,1,6,1,1,2,1,2,4,717,3,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,28,7,1,2,0,2,1,1,2,4,249,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,43,1,1,1,0,1,2,1,2,4,228,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,30,10,1,4,1,1,1,1,2,4,122,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,36,11,2,6,0,2,1,1,2,4,544,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,40,4,1,5,1,2,2,1,2,4,951,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
1,35,6,2,6,1,2,1,1,2,4,412,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,27,3,2,5,1,2,2,1,2,4,264,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,42,6,3,5,1,1,1,1,2,4,211,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,49,4,1,3,1,2,1,1,2,4,97,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,38,6,1,4,1,2,2,1,2,4,192,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,31,3,1,2,1,2,1,1,2,4,160,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,57,5,1,1,1,1,1,1,2,4,97,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,29,4,2,3,1,1,1,1,2,4,244,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,36,7,1,6,1,2,1,1,2,4,578,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,55,5,3,2,0,2,1,1,2,4,359,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,30,2,2,2,1,2,1,1,2,4,190,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,32,4,1,5,0,1,1,1,2,4,111,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,49,4,1,1,0,2,1,1,2,4,487,5,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,48,3,1,6,1,2,1,1,2,4,396,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,30,4,2,1,1,1,1,1,2,4,59,8,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,53,5,3,2,1,2,1,1,2,4,111,3,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,40,1,2,6,1,1,2,1,2,4,502,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
1,31,4,1,3,1,1,2,1,2,4,795,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,60,6,3,4,0,2,1,1,2,4,202,6,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,45,4,1,5,1,1,1,1,2,4,135,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,56,7,1,6,1,2,1,1,2,4,29,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,31,4,1,1,1,1,1,1,2,4,408,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,56,7,1,6,1,2,2,1,2,4,136,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,60,10,1,1,1,1,2,1,2,4,141,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,34,4,1,5,1,1,1,1,2,4,103,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,56,7,1,6,1,1,2,1,2,4,171,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,33,4,1,3,0,1,1,1,2,4,229,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,29,3,2,2,1,1,1,1,2,4,93,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,49,4,1,1,0,2,1,1,2,4,61,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,53,3,1,5,1,1,1,1,2,4,35,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,49,10,1,2,0,1,1,1,2,4,7,12,0,0,0,1.1,93.994,-36.4,4.858,5191,yes,yes
0,43,4,2,4,1,1,1,1,2,4,51,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,38,4,2,1,1,1,1,1,2,4,17,7,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,48,4,1,1,1,2,1,1,2,4,504,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,43,3,1,2,1,1,1,1,2,4,726,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,30,4,1,5,1,1,1,1,2,4,542,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,31,6,1,4,1,1,1,1,2,4,257,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,37,2,1,2,0,1,1,1,2,4,112,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,42,4,1,1,0,2,1,1,2,4,250,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,59,5,1,2,0,1,1,1,2,4,294,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,42,3,2,0,0,2,2,1,2,4,303,3,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
1,36,3,2,4,1,2,2,1,2,4,828,4,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,41,4,3,3,1,2,2,1,2,4,343,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,44,2,1,2,1,1,1,1,2,4,206,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,40,3,1,6,1,2,2,1,2,4,786,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,39,2,1,2,1,1,1,1,2,4,178,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,40,3,3,4,1,1,1,1,2,4,509,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,33,4,1,4,1,2,1,1,2,4,161,4,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,57,2,3,2,1,2,2,1,2,4,125,3,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,31,3,1,2,1,2,2,1,2,4,159,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,57,1,1,1,1,1,2,1,2,4,221,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,48,4,1,1,1,2,1,1,2,4,211,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,52,6,1,2,0,1,1,1,2,4,68,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,37,4,2,0,0,1,1,1,2,4,293,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,42,6,1,6,0,1,1,1,2,4,389,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,33,3,2,2,1,1,1,1,2,4,240,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,36,2,2,2,0,1,1,1,2,4,145,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,57,7,1,5,0,2,1,1,2,4,59,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,51,4,1,5,1,2,2,1,2,4,39,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,43,3,1,2,1,2,1,1,2,4,140,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,55,3,2,6,1,2,1,1,2,4,53,3,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,41,4,1,5,0,2,2,1,2,4,44,3,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,27,3,2,2,0,2,1,1,2,4,212,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,37,7,1,6,0,1,1,1,2,4,57,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,37,4,1,1,1,1,1,1,2,4,45,13,0,0,0,1.1,93.994,-36.4,4.858,5191,yes,no
0,40,3,2,2,1,2,1,1,2,4,738,3,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,28,0,2,5,0,2,1,1,2,4,102,3,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,31,7,1,5,1,1,2,1,2,4,161,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,32,2,1,2,1,2,2,1,2,4,383,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,32,2,1,2,1,2,2,1,2,4,184,9,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,35,1,1,2,1,1,1,1,2,4,122,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,36,6,3,4,1,2,1,1,2,4,137,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,31,3,1,2,1,1,1,1,2,4,189,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,38,4,1,5,0,2,1,1,2,4,88,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,46,4,3,5,1,1,1,1,2,4,418,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,39,9,1,6,1,1,1,1,2,4,17,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,58,7,2,4,1,1,1,1,2,4,233,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,44,6,3,4,1,1,1,1,2,4,445,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,33,3,1,6,1,2,1,1,2,4,623,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,24,2,2,2,1,1,1,1,2,4,260,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,33,6,1,4,1,2,1,1,2,4,316,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,44,3,1,2,1,1,1,1,2,4,650,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,30,1,1,2,1,2,1,1,2,4,207,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,36,8,2,1,0,2,1,1,2,4,226,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,24,2,2,2,1,0,0,1,2,4,1307,1,0,0,0,1.1,93.994,-36.4,4.858,5191,yes,yes
0,32,6,1,4,1,2,1,1,2,4,104,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,33,3,1,2,1,1,1,1,2,4,143,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,58,7,1,5,1,2,1,1,2,4,187,5,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,42,4,3,5,1,2,1,1,2,4,748,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,40,4,1,5,0,1,1,1,2,4,486,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,29,4,1,5,1,2,1,1,2,4,492,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,52,5,3,1,1,2,2,1,2,4,485,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,36,6,1,6,1,2,1,1,2,4,197,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,29,4,1,5,1,1,1,1,2,4,304,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,46,10,1,4,1,2,1,1,2,4,51,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,58,4,1,2,1,2,1,1,2,4,836,12,0,0,0,1.1,93.994,-36.4,4.858,5191,yes,no
0,45,4,1,5,0,1,1,1,2,4,394,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,53,0,1,2,0,2,1,1,2,4,125,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,57,6,1,2,1,1,1,1,2,4,315,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
1,46,1,1,1,1,1,1,1,2,4,506,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,40,6,1,4,0,1,1,1,2,4,288,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,37,3,3,2,0,2,2,1,2,4,354,5,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,31,6,1,4,1,0,0,1,2,4,154,4,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,29,4,1,2,1,2,2,1,2,4,184,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,33,3,1,6,1,2,1,1,2,4,563,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,35,6,1,4,1,1,1,1,2,4,450,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,47,3,1,6,1,2,1,1,2,4,34,3,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,26,4,2,1,1,2,2,1,2,4,371,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,34,4,1,4,1,2,1,1,2,4,518,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,38,3,1,6,1,1,1,1,2,4,111,4,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,46,3,3,6,1,2,1,1,2,4,176,4,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,26,4,2,1,1,2,2,1,2,4,196,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,30,4,1,2,1,2,1,1,2,4,85,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,35,4,1,5,0,1,1,1,2,4,91,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
0,40,2,3,2,1,1,1,1,2,4,172,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,30,4,1,5,1,1,1,1,2,4,252,2,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,30,6,1,4,1,2,1,1,2,4,265,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,no
0,35,6,1,6,0,1,1,1,2,4,899,1,0,0,0,1.1,93.994,-36.4,4.858,5191,no,yes
